"filename", "language", "JSON", "Python", "Markdown", "HTML", "C++", "PowerShell", "Shell Script", "YAML", "CMake", "Docker", "Properties", "Dart", "Swift", "XML", "JavaScript", "PostCSS", "pip requirements", "Django HTML", "TSV", "GLSL", "comment", "blank", "total"
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\models\reward_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -65, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -71
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\models\student_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -80, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -86
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\models\transaction_model.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -90, 0, 0, 0, 0, 0, 0, 0, 0, -1, -7, -98
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\services\pdf_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -210, 0, 0, 0, 0, 0, 0, 0, 0, -9, -18, -237
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -86, 0, 0, 0, 0, 0, 0, 0, 0, -1, -3, -90
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\auth_wrapper.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, 0, 0, -3, -5, -52
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\dashboard_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -621, 0, 0, 0, 0, 0, 0, 0, 0, -7, -34, -662
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\login_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -249, 0, 0, 0, 0, 0, 0, 0, 0, -8, -13, -270
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\profile_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -916, 0, 0, 0, 0, 0, 0, 0, 0, -25, -53, -994
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\qr_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -550, 0, 0, 0, 0, 0, 0, 0, 0, -15, -24, -589
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\register_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -577, 0, 0, 0, 0, 0, 0, 0, 0, -16, -36, -629
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\rewards_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -674, 0, 0, 0, 0, 0, 0, 0, 0, -17, -35, -726
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\splash_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -211, 0, 0, 0, 0, 0, 0, 0, 0, -11, -25, -247
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\lib\view\ticket_screen.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -342, 0, 0, 0, 0, 0, 0, 0, 0, -12, -25, -379
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -104, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -25, -129
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -79, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -10, -89
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -20
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -16
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -26
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -27
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\runner\main.cc", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -7
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\runner\my_application.cc", "C++", 0, 0, 0, 0, -83, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -21, -27, -131
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\linux\runner\my_application.h", "C++", 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -5, -19
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, 0, 0, 0, 0, 0, 0, 0, -3, -4, -25
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\RunnerTests\RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, 0, 0, 0, 0, 0, 0, 0, -2, -4, -13
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\Runner\AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, 0, 0, 0, 0, 0, 0, 0, 0, -3, -14
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\Runner\Assets.xcassets\AppIcon.appiconset\Contents.json", "JSON", -68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -69
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\Runner\Base.lproj\MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -343, 0, 0, 0, 0, 0, 0, 0, -1, -344
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\macos\Runner\MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, 0, 0, 0, 0, 0, 0, 0, 0, -4, -16
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, -39, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -60, -18, -117
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\test\widget_test.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, 0, 0, 0, -10, -7, -31
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\web\index.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, 0, 0, 0, -8, -39
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\web\manifest.json", "JSON", -35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -36
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -89, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -20, -109
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\flutter\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -98, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -12, -110
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, -21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -30
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\flutter\generated_plugin_registrant.h", "C++", 0, 0, 0, 0, -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -16
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -24, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -30
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\CMakeLists.txt", "CMake", 0, 0, 0, 0, 0, 0, 0, 0, -34, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -41
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\flutter_window.cpp", "C++", 0, 0, 0, 0, -49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -16, -72
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\flutter_window.h", "C++", 0, 0, 0, 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -9, -34
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\main.cpp", "C++", 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -10, -44
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\resource.h", "C++", 0, 0, 0, 0, -9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -2, -17
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\utils.cpp", "C++", 0, 0, 0, 0, -54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -10, -66
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\utils.h", "C++", 0, 0, 0, 0, -8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -6, -20
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\win32_window.cpp", "C++", 0, 0, 0, 0, -210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -24, -55, -289
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\t2t_user\windows\runner\win32_window.h", "C++", 0, 0, 0, 0, -48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -31, -24, -103
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\base.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -183, 0, 0, 0, -16, -199
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\contact_us.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -377, 0, 0, 0, -30, -407
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\dashboard.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -390, 0, 0, 0, -18, -408
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\departments.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -781, 0, 0, 0, -36, -817
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\help_center.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -368, 0, 0, 0, -32, -400
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\login.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1026, 0, 0, 0, -38, -1064
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\machine_monitor.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -547, 0, 0, 0, -55, -602
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\register.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -624, 0, 0, 0, -85, -709
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\report_issue.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -448, 0, 0, 0, -35, -483
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\reports.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -840, 0, 0, 0, -87, -927
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\rewards.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -409, 0, 0, 0, -32, -441
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\settings.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -486, 0, 0, 0, -66, -552
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\transactions.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -333, 0, 0, 0, -18, -351
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\templates\users.html", "Django HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1121, 0, 0, 0, -124, -1245
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_department_modal.py", "Python", 0, -66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -6, -19, -91
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_departments_page.py", "Python", 0, -76, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -20, -103
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_firebase_key.py", "Python", 0, -20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -4, -25
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_models.py", "Python", 0, -154, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -27, -29, -210
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_persistent_session.py", "Python", 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -13, -19, -92
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_rewards_display.py", "Python", 0, -43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -11, -59
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_super_user.py", "Python", 0, -84, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -18, -26, -128
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\test_timestamp_issue.py", "Python", 0, -60, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9, -15, -84
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\unsent_data.json", "JSON", -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1
"c:\Users\pamis\Downloads\Super_User (2)\Super_User\verify_departments_data.py", "Python", 0, -40, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -8, -12, -60
"Total", "-", -15491, 65, -514, 7804, -383, 0, 0, -38, -469, 0, -22, -3649, -65, -4816, 0, 0, 0, -7995, -13, -528, -216, -1163, -27493
